Response,Effective To Date,Customer,State,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Number of Open Complaints,Months Since Last Claim,Coverage,Monthly Premium Auto,Policy Type,Policy,Months Since Policy Inception,Number of Policies,Renew Offer Type,Vehicle Class,Vehicle Size,Sales Channel,Total Claim Amount,Customer Lifetime Value
0,1/17/11,HR26088,Arizona,College,Unemployed,F,0,Suburban,Married,2,19,Extended,84,Personal Auto,Personal L2,26,4,Offer1,Four-Door Car,Medsize,Branch,403.2,5926.957452
0,2/19/11,XD72019,Oregon,Bachelor,Unemployed,F,0,Suburban,Single,0,1,Extended,82,Personal Auto,Personal L2,13,2,Offer2,Four-Door Car,Large,Web,479.312226,8470.043225
0,1/18/11,XD82117,Arizona,College,Employed,F,65933,Urban,Married,0,23,Basic,108,Personal Auto,Personal L2,16,5,Offer3,SUV,Medsize,Call Center,379.951464,8675.993821
0,2001-10-11,CT47738,Oregon,College,Unemployed,F,0,Suburban,Divorced,0,11,Extended,128,Corporate Auto,Corporate L3,57,2,Offer1,Sports Car,Medsize,Branch,614.4,18205.67367
0,1/17/11,NY30370,Washington,High School or Below,Employed,M,28663,Suburban,Married,0,23,Basic,66,Corporate Auto,Corporate L3,34,1,Offer4,Two-Door Car,Medsize,Call Center,430.604489,2618.326183
0,1/27/11,EH69733,Arizona,Bachelor,Employed,M,78092,Urban,Married,0,34,Extended,84,Corporate Auto,Corporate L2,13,1,Offer2,Four-Door Car,Medsize,Branch,344.015386,3349.639274
1,2002-07-11,QV89210,Nevada,High School or Below,Employed,F,57693,Suburban,Divorced,0,16,Extended,76,Corporate Auto,Corporate L3,56,3,Offer2,Four-Door Car,Medsize,Agent,547.2,5979.724161
1,2/17/11,QK90365,Oregon,Master,Retired,F,19614,Suburban,Married,0,21,Extended,85,Personal Auto,Personal L3,32,2,Offer2,Two-Door Car,Medsize,Agent,574.024018,16301.9676
0,2/21/11,UR67446,California,High School or Below,Employed,F,23235,Suburban,Married,0,28,Extended,99,Personal Auto,Personal L3,71,4,Offer2,Four-Door Car,Medsize,Call Center,587.656629,7882.987485
0,1/20/11,FJ76376,California,Bachelor,Employed,M,79528,Urban,Married,0,2,Basic,64,Personal Auto,Personal L2,39,2,Offer2,Two-Door Car,Medsize,Agent,175.429028,7748.811
0,2/25/11,ZI85739,California,Master,Unemployed,F,0,Rural,Married,0,10,Extended,136,Personal Auto,Personal L1,41,2,Offer1,SUV,Small,Branch,46.098963,15860.03591
0,2/21/11,AM72411,Oregon,High School or Below,Medical Leave,M,23253,Suburban,Divorced,0,20,Basic,61,Personal Auto,Personal L1,49,1,Offer2,Two-Door Car,Medsize,Branch,292.8,2279.696801
0,2/16/11,IC77855,California,College,Employed,M,40571,Urban,Married,2,19,Basic,100,Personal Auto,Personal L1,56,2,Offer4,SUV,Medsize,Branch,361.788917,15272.79977
0,1/19/11,ZM70632,California,Bachelor,Employed,F,60668,Urban,Married,0,18,Extended,138,Personal Auto,Personal L3,92,1,Offer3,SUV,Medsize,Branch,553.699596,5498.753121
0,1/23/11,JM59803,California,Doctor,Employed,M,61776,Urban,Divorced,3,9,Basic,73,Personal Auto,Personal L2,61,6,Offer3,Two-Door Car,Medsize,Agent,343.278996,5743.403321
0,1/29/11,KG84303,California,Master,Employed,M,38820,Suburban,Married,0,29,Extended,99,Personal Auto,Personal L3,59,1,Offer2,Four-Door Car,Small,Call Center,547.619785,3942.917284
0,2002-03-11,OJ37666,California,Bachelor,Employed,F,47285,Suburban,Married,0,7,Basic,63,Personal Auto,Personal L3,3,1,Offer4,Four-Door Car,Medsize,Call Center,302.4,2503.603127
0,1/31/11,VV49688,Oregon,High School or Below,Unemployed,M,0,Suburban,Single,0,13,Basic,62,Corporate Auto,Corporate L2,21,8,Offer2,Four-Door Car,Medsize,Call Center,446.4,4558.592305
0,2002-05-11,KH55886,Oregon,Bachelor,Employed,M,78310,Rural,Married,1,34,Premium,192,Personal Auto,Personal L1,18,2,Offer1,Sports Car,Medsize,Agent,151.711475,67907.2705
0,1/18/11,QZ70160,Nevada,College,Medical Leave,F,26222,Suburban,Married,0,23,Basic,62,Personal Auto,Personal L2,18,1,Offer1,Four-Door Car,Medsize,Branch,297.6,2396.672304
1,2001-01-11,FU51754,Arizona,High School or Below,Unemployed,M,0,Suburban,Single,1,21,Extended,79,Personal Auto,Personal L2,53,7,Offer1,Two-Door Car,Medsize,Agent,407.440238,5568.947534
0,2001-09-11,KY48450,Oregon,College,Employed,F,83926,Rural,Married,0,31,Basic,181,Personal Auto,Personal L1,88,1,Offer3,Luxury Car,Medsize,Agent,124.447153,7334.517166
0,2/19/11,ZG18090,California,Master,Employed,M,24124,Suburban,Married,0,24,Extended,91,Corporate Auto,Corporate L1,52,3,Offer3,Four-Door Car,Medsize,Agent,436.8,7150.111338
0,1/24/11,UI99151,Nevada,High School or Below,Medical Leave,M,28879,Suburban,Married,0,6,Basic,106,Personal Auto,Personal L3,9,2,Offer2,Sports Car,Medsize,Web,763.2,12023.75062
0,1/30/11,VB59276,Oregon,Bachelor,Unemployed,M,0,Suburban,Married,0,26,Basic,112,Corporate Auto,Corporate L2,27,1,Offer3,SUV,Medsize,Web,544.250322,4018.88493
1,2002-01-11,CJ64468,Oregon,College,Medical Leave,F,12964,Suburban,Single,0,2,Basic,65,Personal Auto,Personal L2,37,4,Offer1,Two-Door Car,Medsize,Web,362.774545,4770.550911
0,2/26/11,GM61951,Nevada,High School or Below,Unemployed,F,0,Suburban,Single,0,22,Basic,115,Personal Auto,Personal L3,65,2,Offer2,SUV,Small,Agent,1251.042795,29297.33082
0,2/16/11,BO15959,Washington,College,Employed,F,88105,Suburban,Married,0,5,Extended,86,Personal Auto,Personal L3,26,2,Offer1,Four-Door Car,Medsize,Agent,412.8,27929.96441
0,2002-09-11,ZK50586,Oregon,College,Employed,F,66524,Urban,Married,4,15,Basic,74,Personal Auto,Personal L3,8,1,Offer4,Two-Door Car,Medsize,Agent,238.517525,2899.922473
0,2/22/11,DM22923,Oregon,Bachelor,Disabled,M,27398,Suburban,Single,1,4,Basic,68,Personal Auto,Personal L3,39,1,Offer2,Four-Door Car,Medsize,Branch,326.4,2331.325089
0,2001-08-11,DQ58142,Arizona,High School or Below,Employed,M,37759,Suburban,Married,0,9,Basic,108,Corporate Auto,Corporate L3,51,5,Offer4,SUV,Medsize,Web,518.4,8561.561976
0,2/19/11,YW47108,California,College,Employed,M,45743,Suburban,Married,0,15,Extended,96,Personal Auto,Personal L3,81,2,Offer1,Four-Door Car,Medsize,Agent,673.780804,11280.72641
0,2002-11-11,DS62172,Oregon,Bachelor,Employed,F,54183,Suburban,Divorced,0,1,Basic,70,Personal Auto,Personal L3,91,1,Offer1,Four-Door Car,Large,Web,336,2764.024716
1,2002-09-11,VL58402,Washington,College,Employed,M,46900,Suburban,Married,0,13,Basic,66,Personal Auto,Personal L2,59,1,Offer2,Four-Door Car,Medsize,Web,316.8,2580.849899
0,1/30/11,YV82597,Nevada,Doctor,Employed,F,59803,Rural,Married,0,21,Extended,90,Corporate Auto,Corporate L2,0,2,Offer2,Two-Door Car,Medsize,Agent,22.75546,10856.01489
0,2002-08-11,FN33339,Oregon,High School or Below,Employed,F,53787,Suburban,Married,0,20,Premium,104,Corporate Auto,Corporate L2,77,1,Offer1,Four-Door Car,Medsize,Agent,666.092015,4150.836913
1,1/17/11,UZ97486,California,Bachelor,Employed,M,35095,Suburban,Divorced,0,25,Basic,73,Corporate Auto,Corporate L2,56,2,Offer2,Two-Door Car,Small,Call Center,525.6,16979.79757
0,1/22/11,LL92275,California,College,Unemployed,F,0,Urban,Married,0,21,Basic,67,Personal Auto,Personal L3,60,5,Offer4,Four-Door Car,Medsize,Web,216.196521,5028.739297
0,1/17/11,FB95288,California,High School or Below,Unemployed,M,0,Suburban,Married,1,14,Extended,217,Personal Auto,Personal L3,40,2,Offer1,Luxury Car,Small,Branch,1562.4,64618.75715
0,1/24/11,NB30472,Arizona,College,Employed,F,30845,Suburban,Married,1,3,Premium,116,Personal Auto,Personal L2,89,2,Offer1,Four-Door Car,Medsize,Branch,556.8,41103.24183
1,1/25/11,RX66745,Washington,Bachelor,Retired,M,23665,Suburban,Married,0,19,Basic,67,Corporate Auto,Corporate L3,50,2,Offer1,Four-Door Car,Medsize,Branch,404.817249,22658.53652
0,1/24/11,II97469,California,High School or Below,Employed,M,92107,Rural,Divorced,0,7,Extended,88,Personal Auto,Personal L3,38,5,Offer2,Four-Door Car,Medsize,Agent,16.37296,7013.436657
1,2002-07-11,VF17463,Oregon,College,Employed,M,62464,Urban,Married,0,23,Basic,109,Personal Auto,Personal L3,45,4,Offer2,Sports Car,Medsize,Agent,400.181882,8658.863813
0,2002-03-11,GW77328,Oregon,Doctor,Employed,M,69991,Rural,Married,0,27,Basic,65,Personal Auto,Personal L3,44,7,Offer2,Four-Door Car,Medsize,Call Center,4.619402,5214.342348
1,2/27/11,CF44171,California,Bachelor,Retired,F,23904,Suburban,Single,3,1,Extended,123,Personal Auto,Personal L3,67,1,Offer1,SUV,Medsize,Agent,590.4,4334.064096
1,2/24/11,ZN65873,California,High School or Below,Unemployed,F,0,Suburban,Married,0,31,Extended,96,Corporate Auto,Corporate L3,34,1,Offer1,Four-Door Car,Large,Agent,460.8,3731.504584
0,2001-09-11,EO75698,Oregon,Bachelor,Employed,F,83894,Rural,Married,0,6,Premium,110,Personal Auto,Personal L1,46,2,Offer2,Four-Door Car,Medsize,Agent,82.019005,22242.51659
1,2001-01-11,GB94407,California,College,Employed,M,88340,Suburban,Married,0,16,Premium,102,Corporate Auto,Corporate L2,1,2,Offer1,Two-Door Car,Medsize,Branch,489.6,12280.76661
1,1/31/11,KM63956,California,Master,Unemployed,M,0,Suburban,Single,0,6,Extended,125,Corporate Auto,Corporate L2,61,2,Offer1,SUV,Small,Agent,900,13024.13012
0,2/20/11,LM79795,Oregon,High School or Below,Employed,M,39602,Suburban,Divorced,0,15,Basic,64,Personal Auto,Personal L1,59,2,Offer3,Two-Door Car,Small,Agent,307.2,7488.785177
1,1/15/11,XT35473,Arizona,Bachelor,Retired,M,25905,Suburban,Divorced,0,21,Basic,63,Personal Auto,Personal L3,12,1,Offer1,Four-Door Car,Large,Agent,302.4,2300.691547
0,1/23/11,LO90163,Nevada,Bachelor,Employed,F,24626,Rural,Married,0,19,Basic,108,Personal Auto,Personal L3,3,2,Offer1,SUV,Medsize,Call Center,225.971279,30081.36783
0,1/20/11,LU65596,California,College,Employed,F,59732,Rural,Married,0,0,Extended,94,Corporate Auto,Corporate L2,54,1,Offer4,Four-Door Car,Medsize,Branch,135.626867,3745.374656
0,2002-09-11,SV94314,Arizona,Bachelor,Employed,M,36898,Suburban,Married,1,14,Premium,169,Personal Auto,Personal L3,36,3,Offer3,SUV,Medsize,Branch,811.2,13246.56841
0,2002-06-11,RW86245,Arizona,High School or Below,Employed,M,92864,Rural,Married,0,13,Extended,123,Personal Auto,Personal L3,60,1,Offer2,SUV,Medsize,Agent,96.338144,5008.275979
1,2001-10-11,JG41490,Arizona,Bachelor,Unemployed,F,0,Suburban,Married,2,6,Basic,66,Corporate Auto,Corporate L3,71,1,Offer2,Four-Door Car,Large,Call Center,433.160284,2396.219292
0,2001-04-11,FO63400,California,College,Employed,F,93752,Rural,Divorced,0,34,Basic,64,Corporate Auto,Corporate L1,24,3,Offer4,Four-Door Car,Large,Call Center,154.713524,5146.898635
0,1/21/11,FE84109,Washington,Bachelor,Disabled,M,21156,Rural,Divorced,0,2,Extended,89,Personal Auto,Personal L2,32,8,Offer1,Two-Door Car,Medsize,Web,111.836561,6540.204626
0,1/24/11,KG21285,Arizona,College,Employed,M,67206,Rural,Divorced,0,9,Extended,90,Personal Auto,Personal L1,69,9,Offer1,Four-Door Car,Medsize,Web,76.289123,7159.806745
0,2002-11-11,TQ33359,California,High School or Below,Employed,M,85654,Rural,Married,0,8,Extended,76,Personal Auto,Personal L3,46,3,Offer2,Four-Door Car,Large,Agent,46.20341,6087.302608
0,1/14/11,ZG59671,Oregon,College,Employed,M,59325,Rural,Divorced,0,20,Extended,83,Personal Auto,Personal L2,76,2,Offer1,Four-Door Car,Medsize,Branch,81.599332,9772.736775
1,2/23/11,AY19539,California,College,Retired,M,13528,Suburban,Single,0,21,Extended,86,Personal Auto,Personal L3,35,3,Offer1,Four-Door Car,Medsize,Agent,412.8,6005.847375
0,2/25/11,KU23440,Oregon,Master,Unemployed,F,0,Suburban,Divorced,1,0,Basic,63,Personal Auto,Personal L1,88,2,Offer1,Four-Door Car,Small,Branch,302.4,6811.576281
0,1/28/11,IJ83011,California,College,Unemployed,M,0,Suburban,Single,1,12,Premium,165,Corporate Auto,Corporate L2,82,2,Offer1,SUV,Medsize,Call Center,1452.213743,16350.13061
0,1/17/11,KE35335,Washington,College,Employed,F,75333,Urban,Married,1,15,Extended,90,Personal Auto,Personal L1,44,1,Offer2,Four-Door Car,Small,Web,289.236063,3580.261881
0,2001-09-11,FE90301,Nevada,Bachelor,Employed,F,61108,Rural,Married,0,27,Basic,72,Personal Auto,Personal L1,84,6,Offer2,Four-Door Car,Medsize,Agent,23.773332,5821.128509
0,2001-02-11,CK35310,Nevada,High School or Below,Employed,F,27083,Suburban,Divorced,1,15,Basic,73,Personal Auto,Personal L1,58,1,Offer2,Four-Door Car,Small,Web,525.6,2839.56968
0,1/22/11,XU97999,California,High School or Below,Employed,M,68997,Urban,Married,0,3,Basic,63,Personal Auto,Personal L2,26,2,Offer2,Four-Door Car,Large,Agent,206.926432,10097.19837
0,1/17/11,RF73329,California,High School or Below,Employed,F,33451,Suburban,Married,0,0,Basic,67,Personal Auto,Personal L2,1,1,Offer2,Four-Door Car,Medsize,Agent,337.219884,2674.227315
0,2/17/11,WO12850,Nevada,Bachelor,Employed,F,21500,Rural,Divorced,0,14,Premium,115,Corporate Auto,Corporate L3,44,1,Offer3,Four-Door Car,Medsize,Agent,39.292196,4515.445404
0,2001-10-11,AB26022,Oregon,High School or Below,Retired,M,26487,Suburban,Single,0,0,Basic,112,Corporate Auto,Corporate L2,82,3,Offer1,SUV,Medsize,Call Center,602.431489,7998.347343
0,2/24/11,HL91178,California,High School or Below,Employed,M,74713,Suburban,Married,0,20,Basic,70,Personal Auto,Personal L3,67,1,Offer1,Four-Door Car,Large,Branch,336,2809.766683
0,1/19/11,HS77089,Washington,Bachelor,Unemployed,M,0,Suburban,Single,0,8,Basic,70,Personal Auto,Personal L3,74,3,Offer2,Four-Door Car,Small,Branch,504,4748.794301
0,2/18/11,WK18603,California,Doctor,Employed,M,85607,Rural,Single,0,26,Basic,66,Personal Auto,Personal L2,1,3,Offer2,Four-Door Car,Medsize,Agent,67.647131,5272.518472
0,2002-04-11,XS44101,California,Bachelor,Employed,F,44891,Rural,Married,0,12,Extended,83,Personal Auto,Personal L3,75,6,Offer3,Four-Door Car,Medsize,Call Center,74.803791,6712.294021
0,2/26/11,RE93978,Washington,College,Employed,M,89061,Suburban,Divorced,0,19,Basic,103,Personal Auto,Personal L2,88,3,Offer3,SUV,Small,Web,565.267705,8188.976576
0,2001-01-11,WX19595,Arizona,High School or Below,Unemployed,M,0,Suburban,Married,0,4,Basic,198,Personal Auto,Personal L2,31,9,Offer4,Luxury Car,Small,Agent,962.159318,14429.89284
1,2/28/11,EA55071,Arizona,Bachelor,Employed,F,63774,Rural,Divorced,0,18,Premium,111,Personal Auto,Personal L2,63,1,Offer2,Four-Door Car,Medsize,Agent,60.036683,4376.363592
0,2002-10-11,HH45183,Oregon,High School or Below,Employed,M,93308,Suburban,Married,0,20,Extended,92,Personal Auto,Personal L3,56,1,Offer2,Four-Door Car,Medsize,Agent,441.6,3713.803592
0,2001-02-11,NL75739,Arizona,High School or Below,Disabled,M,10375,Suburban,Married,0,10,Basic,66,Personal Auto,Personal L3,95,2,Offer1,Two-Door Car,Medsize,Branch,316.8,7590.050089
0,2001-09-11,XE96798,Oregon,Master,Employed,M,85950,Rural,Divorced,0,5,Basic,69,Personal Auto,Personal L3,61,1,Offer4,Four-Door Car,Small,Web,47.70723,2795.735679
0,2001-09-11,UU12600,Nevada,Bachelor,Employed,F,33402,Rural,Married,0,7,Basic,109,Personal Auto,Personal L3,66,4,Offer1,SUV,Small,Web,71.053011,8640.753192
0,1/27/11,NL39999,Washington,High School or Below,Medical Leave,M,18129,Suburban,Divorced,0,23,Basic,71,Personal Auto,Personal L2,59,1,Offer3,Two-Door Car,Large,Call Center,340.8,2624.896858
0,1/16/11,ZN45349,Oregon,College,Unemployed,M,0,Suburban,Single,0,29,Basic,66,Personal Auto,Personal L3,58,8,Offer1,Two-Door Car,Small,Branch,711.8026,4815.020779
0,1/15/11,EV34073,California,College,Unemployed,F,0,Suburban,Divorced,1,24,Basic,65,Corporate Auto,Corporate L3,45,4,Offer3,Four-Door Car,Small,Branch,312,4460.418492
1,2/19/11,HM94328,Arizona,College,Employed,M,20396,Suburban,Married,1,15,Extended,76,Corporate Auto,Corporate L2,60,4,Offer1,Four-Door Car,Medsize,Branch,364.8,6047.02516
0,2001-11-11,QX64770,Oregon,Master,Medical Leave,F,13376,Suburban,Single,0,13,Premium,108,Personal Auto,Personal L3,75,4,Offer1,Four-Door Car,Small,Agent,774.714929,8221.870429
0,2001-10-11,IN95983,California,College,Employed,F,32517,Suburban,Single,3,11,Extended,94,Special Auto,Special L3,53,3,Offer1,Four-Door Car,Small,Branch,451.2,6798.272436
0,1/18/11,AD89594,California,College,Employed,M,28651,Urban,Single,0,4,Basic,67,Personal Auto,Personal L2,25,2,Offer3,Four-Door Car,Medsize,Agent,302.272725,12817.41348
0,2001-04-11,SQ37580,Arizona,Bachelor,Employed,F,64964,Urban,Single,0,9,Basic,66,Personal Auto,Personal L3,84,5,Offer3,Four-Door Car,Medsize,Call Center,286.967405,5219.886414
0,1/26/11,IN64985,Nevada,College,Employed,F,34112,Suburban,Married,0,32,Extended,77,Personal Auto,Personal L3,68,6,Offer2,Four-Door Car,Small,Branch,369.6,6140.242989
0,2/27/11,UL96474,Arizona,College,Unemployed,F,0,Suburban,Married,3,32,Basic,108,Personal Auto,Personal L2,49,1,Offer2,SUV,Medsize,Agent,718.383,3756.63877
0,2001-09-11,IG89777,California,High School or Below,Employed,M,81145,Urban,Married,0,34,Extended,92,Corporate Auto,Corporate L2,92,8,Offer2,Two-Door Car,Large,Call Center,321.060571,7356.559341
0,2001-12-11,YJ14330,California,Master,Employed,F,39894,Urban,Married,0,23,Extended,134,Corporate Auto,Corporate L1,87,2,Offer3,SUV,Medsize,Branch,411.077415,32725.2974
0,2/25/11,NK20941,California,High School or Below,Employed,M,52447,Rural,Single,0,5,Extended,90,Personal Auto,Personal L3,57,7,Offer1,Four-Door Car,Medsize,Agent,61.585668,7057.463184
0,1/19/11,XQ28930,California,College,Unemployed,M,0,Suburban,Single,2,31,Basic,69,Personal Auto,Personal L3,69,2,Offer1,Four-Door Car,Medsize,Web,496.8,11005.02349
0,1/21/11,LY73893,California,College,Employed,M,35398,Suburban,Divorced,0,26,Basic,71,Personal Auto,Personal L3,41,7,Offer3,Four-Door Car,Medsize,Agent,340.8,5563.771927
0,2/13/11,II20035,Oregon,High School or Below,Medical Leave,F,26239,Suburban,Married,0,11,Basic,65,Personal Auto,Personal L2,39,2,Offer2,Four-Door Car,Small,Web,312,7451.479991
0,2002-02-11,OH69760,Arizona,College,Unemployed,F,0,Suburban,Married,0,4,Basic,70,Personal Auto,Personal L1,64,7,Offer1,Four-Door Car,Large,Branch,336,5181.054467
0,2/16/11,WN45973,Washington,Master,Employed,M,83013,Rural,Married,0,2,Basic,103,Corporate Auto,Corporate L3,75,2,Offer1,SUV,Medsize,Agent,155.125923,12584.00638
0,2/13/11,UT21323,California,College,Unemployed,M,0,Suburban,Single,0,9,Basic,190,Personal Auto,Personal L3,67,7,Offer3,Luxury SUV,Small,Branch,1833.182529,13057.01188
0,1/17/11,GM46746,Arizona,High School or Below,Employed,F,86205,Suburban,Single,0,8,Extended,223,Personal Auto,Personal L3,67,8,Offer3,Luxury Car,Small,Agent,1070.4,17776.82267
0,2001-12-11,GZ64473,Nevada,College,Employed,M,50414,Suburban,Married,0,25,Basic,69,Personal Auto,Personal L3,34,1,Offer1,Four-Door Car,Medsize,Agent,331.2,2757.383982
0,1/24/11,FE93959,California,Doctor,Employed,M,37496,Suburban,Single,0,1,Basic,65,Corporate Auto,Corporate L2,36,2,Offer3,Two-Door Car,Small,Agent,312,7535.42519
0,1/19/11,YC33550,Oregon,High School or Below,Employed,F,24224,Suburban,Divorced,0,7,Basic,71,Corporate Auto,Corporate L2,64,1,Offer2,Two-Door Car,Small,Call Center,511.2,2826.804029
0,2002-12-11,MT91532,California,Bachelor,Employed,M,62338,Rural,Married,0,9,Extended,92,Corporate Auto,Corporate L1,61,4,Offer1,Four-Door Car,Medsize,Agent,4.216231,7326.544855
0,2001-11-11,XE65072,Oregon,College,Employed,M,63483,Rural,Married,0,4,Extended,83,Personal Auto,Personal L1,84,3,Offer2,Four-Door Car,Medsize,Branch,85.073541,6633.137616
0,2/16/11,AT72574,Arizona,High School or Below,Unemployed,M,0,Suburban,Single,0,24,Basic,70,Personal Auto,Personal L2,58,1,Offer2,Two-Door Car,Medsize,Call Center,504,2485.886754
0,1/23/11,FP10040,Oregon,High School or Below,Employed,M,38113,Urban,Married,0,4,Basic,73,Personal Auto,Personal L1,34,2,Offer3,Four-Door Car,Large,Agent,203.640251,8598.185237
0,1/17/11,AQ51159,Arizona,High School or Below,Employed,F,38676,Rural,Married,0,24,Basic,72,Personal Auto,Personal L1,33,2,Offer2,Four-Door Car,Medsize,Branch,146.124719,8586.801328
0,2/26/11,HB21182,Arizona,Master,Employed,F,20200,Suburban,Single,3,3,Basic,65,Personal Auto,Personal L3,51,1,Offer2,Two-Door Car,Medsize,Agent,312,2417.777032
0,1/18/11,SM17747,Arizona,College,Employed,M,29038,Rural,Married,0,14,Basic,69,Personal Auto,Personal L2,61,1,Offer2,Four-Door Car,Medsize,Branch,56.351667,2693.663643
0,2/20/11,YA87855,Arizona,Master,Employed,M,23179,Suburban,Divorced,0,11,Extended,91,Corporate Auto,Corporate L3,79,9,Offer2,Two-Door Car,Medsize,Agent,436.8,7179.22522
0,2002-02-11,MR52230,Oregon,Doctor,Employed,M,56598,Rural,Married,0,29,Extended,88,Personal Auto,Personal L2,29,2,Offer4,Four-Door Car,Medsize,Web,92.966783,10629.33736
0,2002-10-11,FR54989,Arizona,College,Unemployed,M,0,Suburban,Single,0,11,Extended,76,Corporate Auto,Corporate L3,38,1,Offer4,Two-Door Car,Medsize,Call Center,547.2,2710.918992
0,1/30/11,RW82766,Oregon,Bachelor,Employed,F,46988,Rural,Single,0,8,Basic,195,Corporate Auto,Corporate L3,69,1,Offer1,Luxury SUV,Medsize,Call Center,294.762659,7724.052993
1,2001-05-11,IX60941,Oregon,College,Medical Leave,M,20978,Suburban,Married,1,19,Extended,98,Personal Auto,Personal L3,96,1,Offer2,Four-Door Car,Small,Branch,1176.2788,3508.569533
0,2002-06-11,GQ26671,California,High School or Below,Unemployed,F,0,Suburban,Single,0,5,Basic,63,Personal Auto,Personal L2,7,1,Offer2,Two-Door Car,Medsize,Call Center,453.6,2241.108638
0,1/23/11,UH89141,Oregon,High School or Below,Employed,F,59130,Urban,Married,0,21,Basic,117,Corporate Auto,Corporate L3,7,2,Offer4,Sports Car,Medsize,Call Center,436.533172,33279.77231
0,2001-08-11,WO30947,Washington,Bachelor,Employed,M,31572,Urban,Married,3,14,Basic,70,Personal Auto,Personal L2,95,3,Offer2,Four-Door Car,Medsize,Call Center,292.434826,5348.30258
