ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Customer_rating
9325,D,Flight,6,191,5,low,M,8,5156,1,0
9326,F,Flight,4,271,4,medium,F,2,4133,1,0
9327,A,Flight,4,196,5,low,F,2,5840,0,1
9328,B,Flight,4,261,6,low,F,6,5068,0,0
9329,C,Flight,4,233,6,medium,M,1,5284,0,1
9330,F,Flight,5,235,4,low,M,5,4506,0,0
9331,D,Flight,3,154,3,low,F,8,5149,1,0
9332,F,Flight,4,167,4,low,M,3,4658,0,1
9333,A,Flight,6,144,4,low,F,5,4631,0,0
9334,B,Ship,5,194,4,low,M,9,5851,0,0
9335,C,Ship,5,242,4,medium,F,5,5375,0,0
9336,F,Ship,3,144,3,medium,M,8,5727,0,0
9337,D,Ship,5,157,7,medium,F,9,4272,0,0
9338,F,Ship,4,184,7,medium,M,5,5920,1,0
9339,A,Ship,5,151,3,medium,M,2,4172,1,0
9340,B,Ship,4,175,3,medium,M,2,5861,0,0
9341,C,Ship,3,177,3,low,F,5,5941,0,0
9342,F,Ship,6,141,3,low,F,2,5144,0,0
9343,D,Ship,4,210,3,low,M,5,4746,0,0
9344,F,Ship,2,224,2,low,M,8,4754,0,0
9345,A,Ship,4,253,3,medium,F,9,5502,1,0
9346,B,Ship,4,157,2,medium,F,7,4690,1,0
9347,C,Ship,3,172,3,medium,F,8,4982,1,0
9348,F,Ship,3,193,10,high,M,6,5247,1,1
9349,D,Ship,6,255,4,low,M,9,1157,0,0
9350,F,Ship,7,255,4,low,F,2,1826,1,1
9351,A,Ship,6,286,4,medium,F,1,1570,0,0
9352,B,Ship,7,267,4,medium,M,9,1261,1,0
9353,C,Ship,5,226,6,low,F,3,1223,1,0
9354,F,Ship,6,285,4,medium,F,1,1606,0,0
9355,D,Ship,6,276,4,low,M,4,1662,1,0
9356,F,Ship,6,257,4,low,F,4,1451,0,0
9357,A,Ship,6,287,4,medium,M,7,1141,1,0
9358,B,Ship,6,283,5,low,F,9,1311,1,0
9359,C,Ship,6,309,4,medium,F,10,1904,1,0
9360,F,Ship,4,274,5,low,M,7,1225,0,1
9361,D,Ship,7,244,4,medium,F,8,1477,1,0
9362,F,Ship,5,222,6,low,F,9,1003,0,0
9363,A,Ship,6,264,4,low,M,9,1243,0,0
9364,B,Ship,4,232,5,medium,F,7,1899,1,0
9365,C,Ship,5,217,2,medium,F,10,4264,0,0
9366,F,Ship,4,219,3,low,F,1,5221,0,1
9367,D,Ship,4,189,3,medium,F,4,5613,1,0
9368,F,Ship,4,252,4,low,M,1,4705,1,0
9369,A,Ship,3,189,3,medium,F,1,5896,1,0
9370,B,Ship,5,159,3,low,M,7,5462,1,0
9371,C,Ship,4,262,3,low,F,3,4176,0,0
9372,F,Ship,6,191,5,low,M,1,4314,0,0
9373,D,Ship,4,271,4,medium,M,9,5057,0,1
9374,F,Ship,4,196,5,low,M,5,4994,0,0
9375,A,Ship,4,261,6,low,F,6,5861,0,0
9376,B,Ship,4,233,6,medium,F,2,5406,0,0
9377,C,Ship,5,235,4,low,M,10,4880,0,0
9378,F,Ship,3,154,3,low,M,5,4720,1,0
9379,D,Ship,4,167,4,low,M,2,5908,1,0
9380,F,Ship,6,144,4,low,F,5,5121,0,0
9381,A,Ship,5,194,4,low,M,8,5650,1,0
9382,B,Ship,5,242,4,medium,F,8,4410,1,0
9383,C,Ship,3,144,3,medium,F,9,5912,0,1
9384,F,Ship,5,157,7,medium,M,3,4723,0,0
9385,D,Ship,4,184,7,medium,F,6,4956,0,0
9386,F,Ship,5,151,3,medium,F,9,5667,0,0
9387,A,Ship,4,175,3,medium,M,2,4004,0,0
9388,B,Ship,3,177,3,low,F,9,5427,0,0
9389,C,Ship,6,141,3,low,M,7,5222,1,0
9390,F,Ship,4,210,3,low,F,9,4102,1,0
9391,D,Ship,2,224,2,low,F,5,5050,0,0
9392,F,Ship,4,253,3,medium,F,4,5236,0,0
9393,A,Ship,4,157,2,medium,F,1,5054,0,1
9394,B,Ship,3,172,3,medium,M,5,5696,1,0
9395,C,Ship,3,193,10,high,F,1,4459,0,0
9396,F,Ship,6,255,4,low,M,6,1654,1,0
9397,D,Ship,7,255,4,low,M,7,1104,0,1
9398,F,Ship,6,286,4,medium,F,1,1539,1,0
9399,A,Ship,7,267,4,medium,F,10,1548,0,0
9400,B,Ship,5,226,6,low,M,1,1327,0,0
9401,C,Ship,6,285,4,medium,M,4,1244,1,0
9402,F,Ship,6,276,4,low,F,8,1754,1,0
9403,D,Ship,6,257,4,low,F,2,1694,0,0
9404,F,Ship,6,287,4,medium,M,5,1791,1,0
9405,A,Ship,6,283,5,low,F,5,1298,0,0
9406,B,Ship,6,309,4,medium,F,8,1930,0,0
9407,C,Ship,4,274,5,low,F,5,1581,1,0
9408,F,Ship,7,244,4,medium,M,10,1629,0,0
9409,D,Ship,5,222,6,low,M,1,1962,0,1
9410,F,Ship,7,264,4,medium,F,5,1238,0,0
9411,A,Ship,4,258,5,low,M,7,1261,1,0
9412,B,Ship,5,236,5,low,F,7,1137,0,1
9413,C,Ship,6,304,4,low,F,9,1401,0,0
9414,F,Ship,6,244,5,medium,F,5,1092,0,0
9415,D,Ship,7,301,4,low,M,10,1869,0,0
9416,F,Ship,4,275,5,medium,M,5,1117,0,0
9417,A,Ship,5,236,5,low,M,6,1829,1,0
9418,B,Ship,6,286,4,medium,M,4,1169,0,0
9419,C,Ship,5,238,6,low,M,6,1850,1,0
9420,F,Ship,7,300,4,medium,F,5,1244,0,0
9421,D,Ship,6,292,4,medium,M,2,1149,1,0
9422,F,Ship,5,172,2,low,M,9,1097,0,0
9423,A,Ship,2,181,5,medium,M,3,1038,0,0
9424,B,Ship,7,289,4,low,M,9,1904,0,1
9425,C,Ship,7,256,4,medium,M,4,1139,1,1
9426,F,Ship,4,251,5,medium,M,10,1683,1,1
9427,D,Road,6,245,4,low,M,3,1716,0,1
9428,F,Road,5,266,5,medium,M,8,1367,0,0
9429,A,Road,4,220,5,low,F,9,1817,0,0
9430,B,Road,4,274,5,low,F,8,1246,0,0
9431,C,Road,7,301,4,low,M,9,1660,1,1
9432,F,Road,6,285,4,low,M,8,1028,1,1
9433,D,Road,6,271,4,low,F,2,1364,1,0
9434,F,Road,4,241,5,low,F,2,1442,0,0
9435,A,Road,3,146,5,low,M,10,1737,0,0
9436,B,Road,6,256,4,medium,F,9,1791,0,0
9437,C,Road,6,235,5,low,F,5,1051,1,0
9438,F,Road,5,275,3,low,F,9,1691,1,1
9439,D,Road,6,205,4,low,F,10,1974,1,0
9440,F,Road,5,244,5,medium,F,1,1320,0,0
9441,A,Road,5,269,6,medium,F,5,1097,0,0
9442,B,Road,4,238,5,medium,F,3,1913,0,0
9443,C,Road,5,217,5,low,F,8,1803,0,0
9444,F,Road,5,258,5,low,M,3,1824,0,0
9445,D,Road,7,269,5,medium,F,5,1402,0,0
9446,F,Road,4,259,5,low,M,6,1827,1,0
9447,A,Road,6,260,4,low,F,8,1347,1,1
9448,B,Road,5,227,5,medium,F,2,1436,1,1
9449,C,Flight,4,223,6,low,F,10,1650,1,0
9450,F,Flight,5,221,5,medium,M,10,1160,0,0
9451,D,Flight,7,296,4,low,F,10,1033,0,0
9452,F,Flight,5,228,5,high,M,9,1924,0,0
9453,A,Flight,4,275,5,medium,M,7,1562,1,0
9454,B,Flight,5,230,5,medium,M,4,1123,0,0
9455,C,Flight,5,241,5,medium,M,3,1379,0,0
9456,F,Flight,4,270,5,low,F,5,1747,1,0
9457,D,Flight,6,264,5,medium,F,7,1220,1,0
9458,F,Flight,4,260,5,low,F,5,1178,1,0
9459,A,Flight,5,271,5,low,M,4,1353,0,0
9460,B,Flight,5,286,4,high,F,10,1071,1,1
9461,C,Flight,6,279,4,low,F,4,1263,1,0
9462,F,Flight,6,271,4,low,F,6,1934,0,0
9463,D,Flight,3,206,4,low,M,6,5038,0,1
9464,F,Flight,5,205,3,medium,F,1,4351,0,0
9465,A,Flight,5,233,3,medium,F,10,4233,1,0
9466,B,Flight,5,207,3,low,F,1,4112,0,0
9467,C,Flight,4,174,4,low,M,3,5295,0,0
9468,F,Flight,3,191,3,medium,F,10,4667,0,0
9469,D,Flight,4,156,2,medium,F,7,5938,0,0
9470,F,Flight,4,137,3,medium,F,8,4066,1,0
9471,A,Ship,3,251,3,low,M,8,4246,0,0
9472,B,Ship,5,194,3,low,M,7,5545,0,0
9473,C,Ship,4,141,3,low,F,6,5273,0,0
9474,F,Ship,5,137,3,medium,F,10,4641,0,0
9475,D,Ship,3,221,3,medium,M,10,5696,1,0
9476,F,Ship,3,270,2,medium,M,6,4966,0,0
9477,A,Ship,3,133,3,low,F,2,4926,0,0
9478,B,Ship,4,181,3,medium,F,9,4425,1,0
9479,C,Ship,6,147,3,low,M,4,4549,1,0
9480,F,Ship,4,250,2,high,F,10,4885,1,0
9481,D,Ship,3,184,2,high,M,3,4883,0,1
9482,F,Ship,5,234,3,low,F,4,5033,0,0
9483,A,Ship,3,126,6,low,M,8,5084,1,0
9484,B,Ship,3,241,3,medium,F,9,4301,0,0
9485,C,Ship,3,218,2,medium,F,6,4072,0,1
9486,F,Ship,3,98,3,medium,F,3,5553,1,1
9487,D,Ship,3,211,2,medium,F,9,4577,1,1
9488,F,Ship,4,216,3,low,M,2,4750,1,0
9489,A,Ship,3,203,3,medium,F,4,5548,0,0
9490,B,Ship,3,266,3,medium,M,9,5908,1,0
9491,C,Ship,4,155,3,medium,M,9,4443,0,0
9492,F,Ship,3,156,2,medium,F,8,5848,0,1
9493,D,Ship,5,169,5,medium,F,2,4542,0,0
9494,F,Ship,4,241,4,medium,F,10,4126,1,1
9495,A,Ship,4,199,4,medium,M,1,5585,1,1
9496,B,Ship,4,184,3,low,F,9,5602,0,0
9497,C,Ship,3,221,3,low,F,5,4388,0,0
9498,F,Ship,4,258,3,medium,F,7,4887,1,0
9499,D,Ship,5,193,3,medium,M,3,4559,0,0
9500,F,Ship,2,156,4,high,M,9,4184,1,0
9501,A,Ship,4,201,3,medium,F,4,4613,0,0
9502,B,Ship,4,171,3,medium,M,4,5859,0,0
9503,C,Ship,3,193,6,low,M,2,5584,0,0
9504,F,Ship,5,254,2,medium,M,4,4180,1,0
9505,D,Ship,4,251,3,medium,F,9,5350,1,0
9506,F,Ship,5,171,3,low,F,7,4946,0,0
9507,A,Ship,4,243,3,medium,M,10,5832,0,0
9508,B,Ship,3,253,3,medium,M,4,4269,0,0
9509,C,Ship,3,137,3,low,M,3,5497,1,1
9510,F,Ship,5,149,2,low,F,6,4661,0,0
9511,D,Ship,4,183,3,low,M,3,5178,1,0
9512,F,Ship,4,171,3,low,F,10,4752,1,1
9513,A,Ship,4,102,5,low,F,3,5767,0,1
9514,B,Ship,3,249,4,low,M,7,5868,1,0
9515,C,Ship,3,255,3,medium,F,10,5291,1,0
9516,F,Ship,3,150,2,low,F,6,5697,0,0
9517,D,Ship,4,169,4,medium,F,8,5493,0,0
9518,F,Ship,4,208,3,medium,F,8,4890,1,0
9519,A,Ship,3,154,4,high,F,2,4921,1,0
9520,B,Ship,2,101,5,medium,F,6,4196,0,0
9521,C,Ship,5,203,3,low,M,10,4750,0,0
9522,F,Ship,5,234,6,medium,F,8,5003,0,0
9523,D,Ship,3,133,4,medium,F,6,5162,0,0
9524,F,Ship,3,222,4,low,F,6,5284,1,0
9525,A,Ship,3,258,3,low,F,5,4494,0,1
9526,B,Ship,3,251,3,low,M,1,5073,0,1
9527,C,Ship,4,241,6,medium,M,5,4880,1,0
9528,F,Ship,4,164,4,medium,M,3,5318,1,0
9529,D,Ship,5,273,2,low,F,1,5008,1,0
9530,F,Ship,3,266,3,low,M,6,4010,0,0
9531,A,Ship,4,144,5,low,F,3,5807,1,0
9532,B,Ship,2,208,2,low,M,10,4671,1,0
9533,C,Ship,2,178,4,medium,F,8,4620,0,0
9534,F,Ship,3,246,4,low,F,3,4316,0,0
9535,D,Ship,3,131,6,medium,M,8,5352,0,0
9536,F,Ship,2,156,3,low,F,5,4151,1,0
9537,A,Ship,3,222,4,medium,M,10,5720,0,0
9538,B,Ship,3,275,3,medium,M,7,4968,0,0
9539,C,Ship,3,212,3,medium,M,10,4117,0,0
9540,F,Ship,5,275,2,medium,M,7,5292,0,0
9541,D,Ship,5,189,2,medium,M,8,5219,0,0
9542,F,Ship,3,171,3,low,M,10,4839,0,0
9543,A,Ship,3,242,5,low,F,3,4026,0,0
9544,B,Ship,3,247,3,medium,F,7,4966,0,1
9545,C,Ship,3,149,2,low,M,8,4556,0,0
9546,F,Ship,3,190,3,low,F,9,5279,0,0
9547,D,Ship,3,189,2,low,M,6,4488,1,0
9548,F,Ship,3,153,4,high,M,7,4750,1,0
9549,A,Ship,4,173,2,low,M,5,4688,0,0
9550,B,Ship,5,117,4,low,F,3,5078,0,0
9551,C,Ship,6,204,3,medium,M,7,4119,0,1
9552,F,Ship,3,274,4,low,M,3,5979,0,0
9553,D,Ship,6,276,2,low,M,10,5108,0,0
9554,F,Ship,3,189,4,low,F,4,4785,0,0
9555,A,Ship,3,204,2,low,F,2,5033,1,0
9556,B,Ship,3,229,3,medium,F,8,4549,0,0
9557,C,Ship,3,257,2,medium,F,2,5815,0,0
9558,F,Ship,4,184,3,low,M,5,4039,1,1
9559,D,Ship,3,157,4,medium,F,2,4640,0,1
9560,F,Ship,4,173,3,medium,M,5,5331,1,0
9561,A,Ship,3,236,2,medium,M,2,4239,1,0
9562,B,Ship,4,234,3,low,M,2,4282,0,0
9563,C,Ship,4,237,3,medium,M,2,4760,0,0
9564,F,Road,4,191,2,low,M,10,5068,1,1
9565,D,Road,4,222,3,medium,M,2,5140,0,0
9566,F,Road,4,153,2,low,F,8,4248,0,0
9567,A,Road,4,224,2,medium,M,2,4581,1,0
9568,B,Road,5,201,2,low,M,5,5593,1,0
9569,C,Road,4,169,3,low,M,10,4309,1,0
9570,F,Road,3,133,5,medium,M,9,5744,1,0
9571,D,Road,4,146,2,medium,F,5,4356,0,0
9572,F,Road,4,230,3,low,M,8,4107,1,0
9573,A,Road,3,195,5,low,F,4,4034,0,0
9574,B,Road,4,204,3,low,F,9,4757,0,0
9575,C,Road,6,191,6,medium,M,7,5333,1,0
9576,F,Road,5,199,3,high,M,6,5547,1,1
9577,D,Road,3,192,4,medium,M,3,4030,0,0
9578,F,Road,3,187,2,low,F,10,5064,1,0
9579,A,Road,3,236,3,medium,F,8,5341,1,0
9580,B,Road,4,176,3,high,F,1,5096,1,1
9581,C,Road,6,239,4,medium,F,7,4589,0,0
9582,F,Road,4,280,3,medium,M,5,5624,0,0
9583,D,Road,5,184,2,medium,M,9,4649,1,1
9584,F,Road,3,145,2,low,M,3,4409,0,0
9585,A,Road,6,248,3,low,F,3,5709,1,1
9586,B,Flight,2,184,5,medium,M,9,5812,0,0
9587,C,Flight,4,265,2,low,M,9,5040,0,1
9588,F,Flight,5,170,4,medium,M,4,5113,1,0
9589,D,Flight,2,181,4,low,F,2,4747,0,0
9590,F,Flight,3,166,4,low,F,1,5533,1,0
9591,A,Flight,4,137,4,medium,F,5,5095,0,0
9592,B,Flight,4,173,5,low,F,5,5049,1,0
9593,C,Flight,4,249,4,medium,M,10,5614,0,0
9594,F,Flight,5,205,3,low,F,3,4157,1,0
9595,D,Flight,4,251,5,high,M,8,4573,0,1
9596,F,Flight,4,249,3,low,F,7,5509,0,1
9597,A,Flight,4,177,3,low,F,7,4834,1,0
9598,B,Flight,3,268,3,low,M,7,4910,0,1
9599,C,Flight,6,215,4,low,M,1,4581,1,0
9600,F,Flight,4,149,3,low,M,2,4499,0,0
9601,D,Flight,4,132,3,medium,F,5,4613,0,0
9602,F,Flight,3,246,3,low,F,10,4707,1,0
9603,A,Flight,3,155,3,medium,M,9,5718,1,0
9604,B,Flight,5,206,2,medium,M,7,4531,1,0
9605,C,Flight,4,134,3,medium,F,1,4064,1,0
9606,F,Flight,5,255,2,medium,M,9,5609,0,0
9607,D,Flight,3,168,4,medium,F,9,5136,0,0
9608,F,Ship,4,140,2,low,M,8,4926,0,0
9609,A,Ship,5,191,3,high,F,6,4244,0,0
9610,B,Ship,4,231,3,medium,F,8,5069,1,0
9611,C,Ship,3,264,2,low,M,2,4350,0,0
9612,F,Ship,5,137,3,low,M,6,5357,0,0
9613,D,Ship,5,170,3,medium,F,4,4446,1,0
9614,F,Ship,4,256,3,low,F,5,5399,0,0
9615,A,Ship,5,176,6,medium,M,9,4839,1,0
9616,B,Ship,3,198,4,low,F,3,4172,1,0
9617,C,Ship,4,272,2,low,M,1,5666,0,0
9618,F,Ship,4,149,3,medium,F,2,4241,1,0
9619,D,Ship,5,192,7,medium,M,10,5976,0,0
9620,F,Ship,6,117,7,medium,M,6,5529,1,1
9621,A,Ship,2,180,2,low,F,6,5579,0,0
9622,B,Ship,3,158,2,medium,F,8,5907,0,0
9623,C,Ship,5,266,10,high,M,9,4784,1,0
9624,F,Ship,6,304,4,low,M,3,1752,1,0
9625,D,Ship,6,244,5,medium,F,1,1847,1,0
9626,F,Ship,7,301,4,low,F,1,1150,0,0
9627,A,Ship,4,275,5,medium,M,5,1900,0,0
9628,B,Ship,5,236,5,low,M,3,1933,1,1
9629,C,Ship,6,286,4,medium,M,10,1177,1,0
9630,F,Ship,5,238,6,low,M,3,1351,0,1
9631,D,Ship,7,300,4,medium,F,10,1148,1,0
9632,F,Ship,6,292,4,medium,M,8,1779,1,0
9633,A,Ship,5,172,2,low,F,9,1723,0,0
9634,B,Ship,2,181,5,medium,F,9,1368,0,0
9635,C,Ship,7,289,4,low,F,3,1037,1,0
9636,F,Ship,7,256,4,medium,M,4,1628,0,0
9637,D,Ship,4,251,5,medium,F,2,1329,1,0
9638,F,Ship,6,245,4,low,M,2,1832,1,1
9639,A,Ship,4,140,2,low,M,6,4703,0,0
9640,B,Ship,5,191,3,high,F,7,4435,1,0
9641,C,Ship,4,231,3,medium,M,8,4991,0,0
9642,F,Ship,3,264,2,low,M,6,5702,1,0
9643,D,Ship,5,137,3,low,F,1,5242,0,0
9644,F,Ship,5,170,3,medium,M,6,5226,0,0
9645,A,Ship,4,256,3,low,M,6,5818,0,0
9646,B,Ship,5,176,6,medium,M,9,4605,0,0
9647,C,Ship,3,198,4,low,F,10,4829,0,1
9648,F,Ship,4,272,2,low,M,2,5022,0,0
9649,D,Ship,4,149,3,medium,F,5,4031,0,0
9650,F,Ship,5,192,7,medium,M,2,4045,1,0
9651,A,Ship,6,117,7,medium,F,4,4211,0,0
9652,B,Ship,2,180,2,low,F,5,4010,1,0
9653,C,Ship,3,158,2,medium,M,9,4881,0,0
9654,F,Ship,5,266,10,high,F,2,5890,0,1
9655,D,Ship,6,304,4,low,M,5,1215,1,0
9656,F,Ship,6,244,5,medium,F,4,1121,1,0
9657,A,Ship,7,301,4,low,M,1,1339,0,0
9658,B,Ship,4,275,5,medium,M,5,1329,0,0
9659,C,Ship,5,236,5,low,M,1,1682,0,0
9660,F,Ship,6,286,4,medium,F,3,1773,1,1
9661,D,Ship,5,238,6,low,F,9,1192,0,0
9662,F,Ship,7,300,4,medium,M,3,1070,1,0
9663,A,Ship,6,292,4,medium,F,1,1372,1,0
9664,B,Ship,5,172,2,low,F,2,1680,0,0
9665,C,Ship,2,181,5,medium,F,5,1043,0,1
9666,F,Ship,7,289,4,low,F,10,1074,1,1
9667,D,Ship,7,256,4,medium,F,2,1396,0,1
9668,F,Ship,4,251,5,medium,F,6,1434,0,1
9669,A,Ship,6,279,4,low,F,1,1621,0,0
9670,B,Ship,6,271,4,low,M,3,1710,1,1
9671,C,Ship,4,258,5,medium,M,1,1920,0,0
9672,F,Ship,6,245,4,low,F,7,1521,0,1
9673,D,Ship,6,296,4,low,M,7,1969,0,0
9674,F,Ship,5,267,5,low,F,1,1505,0,0
9675,A,Ship,6,268,4,medium,M,2,1462,0,1
9676,B,Ship,7,277,5,low,F,1,1700,1,0
9677,C,Ship,6,259,4,low,M,5,1771,1,0
9678,F,Ship,5,275,5,low,F,3,1062,0,0
9679,D,Ship,6,298,4,low,M,3,1009,1,1
9680,F,Ship,5,243,5,medium,F,4,1013,1,0
9681,A,Ship,7,255,4,medium,F,4,1373,0,0
9682,B,Ship,4,232,5,low,F,9,1856,0,0
9683,C,Ship,6,254,4,medium,M,4,1887,1,1
9684,F,Ship,4,234,5,low,M,3,1134,0,0
9685,D,Ship,6,303,4,low,F,9,1080,0,0
9686,F,Ship,6,262,4,low,F,5,1563,0,0
9687,A,Ship,5,218,5,medium,F,7,1692,0,1
9688,B,Ship,4,241,5,low,M,2,1043,0,1
9689,C,Ship,6,267,4,medium,M,1,1942,1,0
9690,F,Ship,7,301,4,low,F,6,1052,1,0
9691,D,Ship,5,221,5,low,F,8,1927,1,0
9692,F,Ship,6,275,4,low,M,2,1700,1,1
9693,A,Ship,6,292,4,medium,M,5,1793,0,0
9694,B,Ship,5,245,6,medium,M,9,1660,0,0
9695,C,Ship,6,301,5,low,F,2,1452,1,0
9696,F,Ship,6,245,4,medium,M,3,1772,1,0
9697,D,Ship,7,288,4,low,F,1,1269,1,1
9698,F,Ship,6,274,4,low,F,5,1452,0,0
9699,A,Ship,4,231,5,low,F,2,1465,1,0
9700,B,Ship,6,310,5,low,M,6,1139,0,0
9701,C,Road,5,256,6,medium,M,3,1441,0,0
9702,F,Road,6,281,4,medium,M,5,1484,0,1
9703,D,Road,6,264,4,medium,F,3,1498,1,0
9704,F,Road,7,274,5,low,F,9,1764,0,0
9705,A,Road,5,272,5,low,M,8,1317,0,0
9706,B,Road,4,257,5,medium,M,6,1008,0,1
9707,C,Road,6,310,4,low,F,2,1189,0,0
9708,F,Road,5,249,6,low,M,8,1170,1,0
9709,D,Road,7,244,4,low,M,2,1330,1,1
9710,F,Road,4,219,6,medium,F,2,1634,0,0
9711,A,Road,7,264,4,medium,F,2,1540,0,0
9712,B,Road,4,217,5,low,F,3,1572,1,1
9713,C,Road,6,280,4,low,F,5,1624,0,0
9714,F,Road,4,247,5,low,M,10,1515,0,0
9715,D,Road,3,270,6,low,F,7,4098,1,0
9716,F,Road,4,248,3,low,F,2,5310,1,1
9717,A,Road,4,167,2,medium,F,1,5409,1,0
9718,B,Road,4,268,3,medium,M,9,5521,1,1
9719,C,Road,3,257,5,medium,M,10,4901,1,0
9720,F,Road,5,152,3,low,F,4,4770,1,0
9721,D,Road,4,147,3,low,M,3,4152,1,0
9722,F,Road,3,179,2,low,M,5,4882,1,0
9723,A,Flight,3,201,3,medium,M,10,4032,1,0
9724,B,Flight,3,140,3,medium,M,8,5724,0,0
9725,C,Flight,5,139,3,medium,M,2,5632,0,0
9726,F,Flight,4,152,5,medium,M,8,5711,0,0
9727,D,Flight,6,171,5,medium,M,9,4376,1,0
9728,F,Flight,5,97,3,medium,F,8,4577,0,0
9729,A,Flight,4,257,3,medium,M,8,5772,0,0
9730,B,Flight,4,154,4,medium,M,1,5480,0,0
9731,C,Flight,3,138,2,medium,M,1,4881,1,1
9732,F,Flight,5,173,2,low,M,7,4716,0,1
9733,D,Flight,3,252,3,medium,F,8,4557,1,1
9734,F,Flight,5,251,2,low,M,2,4245,1,0
9735,A,Flight,3,223,4,high,F,7,5042,1,1
9736,B,Flight,5,261,3,high,M,3,5303,1,0
9737,C,Flight,4,111,2,high,F,4,5393,0,0
9738,F,Flight,3,210,3,low,F,9,4731,1,0
9739,D,Flight,4,161,3,low,M,1,4789,0,0
9740,F,Flight,3,143,3,low,M,10,5261,0,0
9741,A,Flight,4,170,2,low,M,2,5607,0,0
9742,B,Flight,2,151,3,medium,M,9,4767,1,1
9743,C,Flight,3,154,2,low,M,1,5884,1,0
9744,F,Flight,4,146,3,medium,F,6,4672,1,0
9745,D,Ship,5,238,5,low,F,5,5854,0,0
9746,F,Ship,4,264,2,low,F,9,4490,0,0
9747,A,Ship,4,196,3,low,F,4,5610,0,1
9748,B,Ship,5,164,3,low,M,9,5135,1,0
9749,C,Ship,4,144,4,medium,F,2,4316,0,0
9750,F,Ship,3,147,2,medium,M,6,4350,0,1
9751,D,Ship,3,181,3,high,F,9,5470,0,0
9752,F,Ship,4,212,3,low,F,1,4518,0,0
9753,A,Ship,2,258,2,low,M,4,5052,1,0
9754,B,Ship,3,202,2,medium,F,8,4552,1,1
9755,C,Ship,4,143,3,medium,M,2,5286,1,1
9756,F,Ship,5,175,3,medium,F,7,5047,1,0
9757,D,Ship,5,135,3,low,F,10,5301,1,0
9758,F,Ship,2,249,3,low,F,3,4169,0,1
9759,A,Ship,4,202,3,medium,M,7,5821,0,0
9760,B,Ship,4,135,3,low,F,6,4557,0,1
9761,C,Ship,3,268,4,low,M,6,4415,0,0
9762,F,Ship,4,103,2,low,M,4,5146,0,0
9763,D,Ship,6,225,4,medium,M,10,4723,0,0
9764,F,Ship,6,211,6,low,M,3,4957,0,1
9765,A,Ship,3,161,2,low,F,8,5021,0,1
9766,B,Ship,4,155,2,medium,F,6,5942,0,0
9767,C,Ship,5,182,4,medium,F,9,5159,0,0
9768,F,Ship,5,124,3,low,M,10,4331,0,1
9769,D,Ship,4,167,3,high,F,4,6000,1,0
9770,F,Ship,4,246,3,low,F,7,4090,0,0
9771,A,Ship,3,196,5,medium,F,6,5692,0,0
9772,B,Ship,3,211,2,low,F,5,5877,1,1
9773,C,Ship,2,234,4,medium,F,9,5075,0,0
9774,F,Ship,3,174,6,low,M,6,5713,0,1
9775,D,Ship,5,190,3,medium,F,4,4424,1,0
9776,F,Ship,4,255,3,medium,F,6,4313,1,0
9777,A,Ship,3,192,3,medium,M,4,4997,1,0
9778,B,Ship,5,174,3,low,F,10,5973,1,0
9779,C,Ship,3,263,3,medium,F,4,4208,0,0
9780,F,Ship,5,251,2,high,F,3,4741,1,1
9781,D,Ship,5,223,3,low,F,2,4671,1,0
9782,F,Ship,3,168,2,low,M,1,5097,1,0
9783,A,Ship,3,213,3,high,M,7,5516,1,0
9784,B,Ship,4,99,6,medium,M,9,5903,0,0
9785,C,Ship,4,267,3,medium,M,9,5254,0,0
9786,F,Ship,5,183,3,medium,F,8,4531,0,0
9787,D,Ship,4,180,3,low,M,3,5031,0,0
9788,F,Ship,2,206,2,low,M,7,4721,0,0
9789,A,Ship,4,216,3,low,M,10,4636,0,0
9790,B,Ship,5,167,3,low,M,10,5591,0,1
9791,C,Ship,3,162,3,medium,M,4,4812,1,0
9792,F,Ship,3,250,3,medium,F,6,5832,0,0
9793,D,Ship,4,245,3,medium,M,1,4731,1,0
9794,F,Ship,3,226,3,low,F,7,4411,1,0
9795,A,Ship,5,226,2,medium,M,6,5395,0,0
9796,B,Ship,5,222,2,high,M,8,4996,1,0
9797,C,Ship,4,177,2,low,M,2,5911,0,0
9798,F,Ship,4,223,3,high,F,5,5654,0,0
9799,D,Ship,5,210,6,low,M,3,5051,0,1
9800,F,Ship,4,170,2,low,M,3,4299,0,0
9801,A,Ship,5,135,4,low,M,8,5029,0,1
9802,B,Ship,3,192,4,medium,F,7,4741,1,1
9803,C,Ship,4,204,3,medium,F,3,4001,0,0
9804,F,Ship,3,244,3,medium,M,4,4458,0,0
9805,D,Ship,3,255,4,low,F,8,5511,0,0
9806,F,Ship,4,160,2,medium,F,8,5234,0,1
9807,A,Ship,4,150,2,low,M,5,4133,0,0
9808,B,Ship,4,242,6,medium,F,10,5655,1,0
9809,C,Ship,4,240,6,medium,F,9,5498,1,1
9810,F,Ship,2,246,2,low,M,10,5337,1,0
9811,D,Ship,3,232,2,low,F,3,4562,1,0
9812,F,Ship,4,274,3,low,F,5,4409,0,0
9813,A,Ship,4,253,3,low,F,5,5703,0,0
9814,B,Ship,5,229,4,medium,M,1,4584,1,0
9815,C,Ship,4,131,3,medium,F,10,4625,0,0
